,Aruba,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
21,71.722,40.164,42.772,70.73,69.085,68.976,66.579,73.338,74.6634146341463,72.8121951219512,61.291,46.393,73.6217073170732,48.31,46.872,52.169,71.5719512195122,71.183,67.746,70.7,69.907512195122,68.068,73.684,51.619,62.333,72.12,69.54,49.034,61.125,50.159,75.4978048780488,75.6931707317073,73.858,69.909,64.975,52.734,51.517,45.72,56.827,67.197,51.312,61.593,73.799,72.939,71.0241463414634,71.941,70.7221951219512,73.0402195121951,52.262,73.232,74.2304878048781,62.194,55.276,63.662,57.138,44.905,75.5285365853659,68.9780487804878,43.608,73.7465853658537,62.729,74.3,74.69510445918185,64.478,57.816,74.0268292682927,67.634,51.269,73.567,43.324,44.476,44.07,48.109,74.9574390243902,68.45,63.0748780487805,55.972,70.077,61.311,75.3243902439025,61.016,70.3443902439025,50.268,69.1392682926829,59.138,69.079,54.175,72.9517804878049,56.715,59.331,76.5214634146341,74.2609756097561,74.3539024390244,69.859,66.714,76.3948780487805,66.7060975609756,61.165,61.3491951219512,48.18,57.495,63.879,66.5463414634146,71.081,48.73,59.915,44.983,65.364,68.467,74.02169690416115,69.212,56.902,70.4607317073171,72.369756097561,68.7863414634146,73.932,72.665,56.036,65.613,49.727,56.421,65.313,61.18,69.8104878048781,41.215,72.5352195121951,54.646,71.2397804878049,55.693,40.536,55.662,66.5479512195122,45.701,68.852,57.123,66.7024390243903,40.165,46.493,58.198,75.9343902439025,75.8690243902439,48.387,61.871,73.6219512195122,61.646,58.052,69.586,59.847,62.555,57.831,71.0512195121951,73.36,66.658,71.6146341463415,65.023,66.45081909824047,68.012,71.304,69.3682926829268,67.2639024390244,49.422,63.472,54.078,49.85,72.5878048780488,63.161,43.364,48.161,47.666,68.7252195121951,38.783,59.487,62.251,70.6292682926829,71.2048780487805,76.0260975609756,58.392,71.228,70.1878048780488,64.372,68.429,43.312,51.764,64.595,59.456,61.452,29.567,66.132,67.65,64.691,63.01,61.123,51.472,43.09,68.5981951219512,70.901,74.009756097561,63.304,70.376,69.442,68.371,68.695512195122,66.645,61.824,65.095,67.989,51.709,60.364,54.047,59.327
22,71.959,37.766,43.051,71.023,69.66,68.937,66.89,73.458,74.9048780487805,72.9609756097561,61.447,47.29,73.8880487804878,48.813,47.602,52.54,71.1860975609756,71.47,68.436,70.875,70.0769024390244,67.955,73.746,52.053,62.856,72.297,69.841,49.853,61.57,50.303,75.7251219512195,76.0339024390244,74.87,70.299,65.463,52.919,52.085,45.92,57.019,67.531,51.895,61.67,74.654,73.13,71.1478780487805,71.981,70.8078048780488,73.3331463414634,52.765,72.993,74.5512195121951,62.648,57.428,64.11,57.948,44.86,76.1341463414634,69.1268292682927,43.767,74.2980487804878,62.793,74.5,74.90058775392816,64.821,58.106,74.1780487804878,67.903,51.383,73.342,43.925,46.377,44.374,48.596,75.2505365853659,68.712,63.1926829268293,50.134,70.32,61.406,75.4292682926829,61.527,70.4826829268293,50.551,69.3578048780488,59.757,69.1,54.732,73.2090487804878,57.734,59.733,77.0378048780488,74.109756097561,74.8146341463415,70.244,67.154,76.8736585365854,66.7878048780488,60.953,61.6744390243903,48.736,57.718,64.279,67.0951219512195,71.498,49.404,45.128,45.204,65.807,69.052,74.27747206536104,69.674,57.565,70.8368292682927,72.6503414634146,69.3282926829268,74.342,73.018,56.897,66.179,49.633,57.296,65.975,61.403,69.9555609756098,41.824,70.8298048780488,54.955,71.1811463414634,55.777,40.703,56.275,67.034756097561,45.991,69.24,57.644,66.919512195122,40.301,46.513,58.605,75.9885365853659,76.0109756097561,48.936,61.878,73.7243902439024,62.96,58.416,69.939,60.015,62.784,58.109,71.1024390243903,73.524,67.167,72.4146341463415,65.385,66.66889791055718,68.884,71.504,69.5317073170732,67.8060975609756,50.692,64.304,54.321,50.564,72.6878048780488,63.509,43.571,51.105,47.83,68.6682926829268,39.113,59.558,62.455,70.6890243902439,71.0536585365854,76.3273170731707,59.02,72.432,69.3243902439024,61.119,68.389,43.73,52.256,65.163,59.684,61.603,30.824,66.072,67.646,65.417,63.604,61.331,51.528,43.185,68.8756829268293,71.223,74.3609756097561,63.563,70.433,69.723,69.869,69.1064146341463,67.106,62.536,65.419,68.302,52.405,60.933,53.859,59.875
23,72.105,38.187,42.092,71.296,69.949,69.267,67.195,73.471,75.1463414634146,73.0121951219512,61.96,48.051,73.8690243902439,49.333,48.091,53.011,71.3863414634146,71.668,69.161,71.081,69.7948536585366,68.14,74.116,52.405,63.331,72.537,70.09,50.637,62.004,50.423,76.0604878048781,76.0312195121951,74.041,70.011,65.904,53.171,52.762,46.181,57.232,67.745,52.273,61.693,75.079,73.309,71.2760975609756,72.311,70.5914634146341,73.6221463414634,53.18,73.521,74.4204878048781,63.109,59.51,64.528,58.888,45.323,75.9090243902439,69.3756097560976,36.036,74.2009756097561,63.29,74.8,75.10607104867448,65.282,58.601,74.3780487804878,67.942,51.622,74.524,44.382,46.923,44.635,49.007,75.5177317073171,64.219,63.3,58.718,70.59,61.491,75.2756097560976,62.137,70.2748780487805,50.871,68.9736585365854,60.273,69.716,55.281,73.2400975609756,58.748,60.061,76.8456097560976,74.4585365853658,74.640243902439,70.16,67.555,76.9219512195122,67.6621951219512,61.012,62.1770731707317,49.485,57.985,64.634,67.5463414634146,72.02,49.957,59.955,45.383,66.41,69.91,74.53324722656093,70.068,58.094,70.7778048780488,72.7811219512195,69.1190243902439,74.703,72.624,57.724,65.684,49.566,58.09,66.644,61.673,69.4826829268293,42.142,72.5209268292683,55.202,71.1316829268293,56.232,40.83,56.682,67.2856341463415,46.038,69.567,57.969,68.5878048780488,40.359,46.638,56.794,76.1641463414634,76.0668292682927,49.431,61.836,73.7756097560976,64.217,58.947,70.27,60.161,62.992,58.368,71.0,73.484,67.677,72.2658536585366,65.614,66.8869767228739,69.804,71.709,69.7263414634147,67.6526829268293,51.319,65.053,47.45,51.153,73.0365853658537,63.762,43.8,52.203,48.166,68.2849024390244,35.491,59.432,62.593,70.4790243902439,70.5414634146342,76.5517073170732,58.172,72.585,70.3829268292683,67.829,68.634,44.179,52.635,65.789,59.808,61.846,31.635,66.369,67.935,66.137,64.146,61.456,51.543,43.519,68.8463902439025,71.539,74.4634146341463,63.805,70.959,70.197,70.939,69.3245609756098,67.148,63.239,65.736,68.641,53.923,61.465,53.389,60.248
24,72.251,33.329,42.353,71.502,70.485,69.195,67.507,73.524,75.3878048780488,73.6121951219512,61.956,48.491,74.4048780487805,49.747,48.638,53.54,71.499756097561,72.012,69.351,71.036,69.5631951219512,68.64,74.526,52.971,63.773,72.596,70.358,51.4,62.364,50.484,76.3319512195122,76.6085365853659,76.076,70.46,66.3,53.037,53.22,46.445,57.453,67.979,52.941,61.661,75.091,73.468,71.3399268292683,72.255,70.8375609756098,74.0722926829268,53.703,72.022,74.5621951219512,63.602,61.658,65.171,59.73,45.777,76.2953658536586,69.2780487804878,36.429,74.5190243902439,63.892,75.0,75.31155434342081,65.749,58.894,74.7780487804878,67.994,52.051,75.385,44.946,47.493,44.829,49.208,75.7743902439024,69.32,63.4665853658537,59.558,70.819,61.589,76.0292682926829,62.642,70.2185365853659,51.123,69.0258536585366,60.728,69.88,55.816,73.6637317073171,61.22,60.219,77.5765853658537,74.8073170731707,75.389512195122,70.272,67.925,77.2912195121951,68.5365853658537,60.804,62.4211951219512,50.235,58.266,65.278,68.1951219512195,72.61,50.535,60.304,45.436,66.872,70.376,74.78902238776081,70.649,58.635,70.32,73.0532195121951,69.1629268292683,75.08,72.795,58.49,65.68,49.545,58.916,67.29,61.93,70.021756097561,42.699,72.8789756097561,55.472,72.7682682926829,56.687,38.38,57.16,67.3439024390244,45.579,69.937,58.512,68.0634146341464,40.059,46.55,56.131,76.2331707317073,76.2243902439024,50.225,61.702,74.3707317073171,65.254,59.332,70.543,60.467,63.112,58.593,70.8,73.531,68.19,72.5146341463415,65.966,67.10505553519062,70.772,72.186,69.6587804878049,67.2026829268293,51.64,65.689,46.22,52.015,73.290243902439,63.998,43.916,54.85,48.459,68.3783414634146,32.673,59.487,62.872,70.7509756097561,70.9024390243903,76.8158536585366,59.999,72.418,69.5536585365854,68.924,68.872,44.515,53.089,66.733,60.093,62.256,33.751,66.482,67.592,66.82,64.706,61.541,51.546,43.752,68.5058048780488,71.841,74.5634146341464,64.002,71.188,70.441,72.101,69.5295365853659,67.305,63.912,66.048,68.997,54.934,61.907,52.755,61.051
25,72.388,33.55,42.648,71.656,70.747,69.651,67.93,73.566,75.6292682926829,73.8146341463415,62.093,48.541,74.520243902439,50.374,48.949,53.897,71.2280487804878,72.106,69.257,70.799,70.9926829268293,69.462,73.337,53.446,64.198,72.495,70.582,52.118,62.626,50.518,76.3273170731707,76.7336585365854,75.266,71.176,66.643,53.174,53.899,46.624,57.517,66.276,53.482,62.182,75.111,73.605,71.626756097561,72.647,71.0463414634146,74.1890975609756,54.067,71.255,74.4275609756098,64.139,63.588,65.811,60.542,46.145,76.259512195122,69.3804878048781,37.364,74.2229268292683,64.526,75.3,75.51703763816712,65.97,59.311,74.6292682926829,68.368,52.416,76.013,45.522,48.189,45.104,49.683,76.0829024390244,69.58,63.8336585365854,60.203,71.069,61.66,76.4341463414634,62.996,70.8860975609756,51.523,68.9721951219512,61.307,69.48,56.334,73.6219024390244,61.893,60.68,77.6024390243903,75.2073170731707,75.4707317073171,70.52,68.26,77.5604878048781,68.5365853658537,60.58,63.019512195122,51.041,58.591,65.795,68.7951219512195,73.074,51.108,60.486,44.664,67.29,70.117,75.0447975489607,70.969,59.104,70.5012195121951,73.5341951219512,69.2914634146342,75.478,72.617,59.286,65.688,49.638,59.749,67.874,62.108,70.0820731707317,43.207,73.0636829268293,55.642,73.8543658536585,56.841,38.657,57.575,67.4906341463415,44.947,70.318,59.041,68.7658536585366,40.031,46.317,56.501,76.2846341463415,75.9168292682927,50.882,61.591,73.8292682926829,66.272,59.363,70.732,61.292,63.505,58.866,70.5487804878049,73.083,68.681,72.8146341463415,66.315,67.32313434750733,71.644,72.381,69.7068292682927,67.8568292682927,51.734,66.33,46.458,52.758,73.890243902439,64.29,43.888,57.025,48.281,68.7808048780488,33.154,59.811,63.058,70.7346341463415,71.3512195121951,76.6678048780488,60.785,72.282,69.6975609756098,68.756,69.197,45.05,53.432,67.587,60.418,62.475,33.795,66.626,67.543,67.589,65.24,61.589,51.556,45.381,68.6131219512195,72.123,74.5634146341464,64.287,71.521,70.596,73.403,69.7428048780488,67.601,64.231,66.347,69.274,55.693,62.38,51.902,61.624
26,72.462,39.396,42.843,71.95,70.964,70.119,68.18,73.556,75.8707317073171,74.3170731707317,62.194,48.164,74.7317073170732,51.075,49.013,54.415,71.7307317073171,72.269,69.285,71.239,71.549512195122,69.704,73.428,53.929,64.64,72.568,70.847,52.919,62.678,50.492,76.4639024390244,76.8990243902439,75.616,71.81,66.97,53.202,54.037,46.914,57.552,68.26,54.029,62.747,75.505,73.725,71.7439756097561,72.651,70.9973170731707,74.3968292682927,54.481,71.322,74.579756097561,64.727,65.159,66.535,61.261,47.075,76.5104878048781,70.0853658536585,37.811,74.56,64.715,75.6,75.2658536585366,66.172,59.641,74.9292682926829,68.445,53.125,76.241,45.918,48.71,45.446,50.039,76.4826585365854,69.77,64.2487804878049,60.772,71.325,61.797,76.6853658536585,63.591,71.4190243902439,51.875,69.1734146341463,61.722,70.292,56.835,73.6655365853659,62.487,60.874,77.9907317073171,74.9560975609756,75.7707317073171,70.732,68.567,78.0104878048781,68.9134146341463,60.216,63.3304146341463,51.506,58.97,65.511,69.4463414634146,73.558,51.699,60.965,45.005,67.774,70.281,75.3005727101606,71.421,59.455,72.0807317073171,73.995512195122,70.6224390243903,75.862,73.449,60.041,67.635,49.806,60.517,68.388,62.161,70.383,43.977,73.6232195121951,55.877,74.2454634146342,56.911,40.681,57.992,67.7710487804878,44.343,70.458,59.555,69.0634146341463,40.129,45.975,57.775,76.2704878048781,76.2412195121951,51.535,61.494,74.1219512195122,67.014,59.464,70.833,62.024,63.745,58.959,70.8487804878049,73.718,69.147,73.2658536585366,66.656,67.54121315982405,72.471,72.587,69.4963414634146,69.389756097561,51.638,66.921,51.481,53.928,74.2463414634146,63.76,43.792,57.741,48.37,68.904,33.632,57.527,62.96,71.0212195121951,71.8024390243903,76.9312195121951,61.438,72.202,68.6560975609756,69.206,69.592,45.21,53.713,68.419,60.846,62.976,34.344,66.752,68.279,68.228,65.772,61.553,51.672,45.322,70.0662926829268,72.381,74.6146341463415,64.723,71.639,71.037,73.715,70.0175609756098,68.013,65.053,66.623,69.587,53.819,62.912,51.061,62.023
27,72.789,39.844,40.917,72.352,71.491,70.564,68.095,73.554,76.1517073170732,74.7682926829268,62.569,47.516,75.3658536585366,51.659,49.058,54.926,71.5268292682927,72.369,68.924,71.676,70.990243902439,70.198,73.996,54.492,65.08,72.675,71.019,53.72,62.522,50.409,76.7787804878049,77.1975609756098,76.623,72.54,67.288,53.187,54.724,47.336,57.431,68.268,54.368,63.404,75.741,73.825,71.9510487804878,73.089,71.4456097560976,74.8070243902439,54.775,70.858,74.6912195121951,65.339,65.83,67.3,62.137,47.333,76.7280487804878,70.6439024390244,45.44,74.5919512195122,64.936,75.8,75.4658536585366,66.292,59.894,75.280487804878,68.251,53.824,74.679,46.417,49.409,45.785,50.279,76.2798536585366,69.939,64.6541463414634,61.432,71.564,61.947,76.8829268292683,64.032,71.470243902439,52.239,69.6512195121951,61.973,70.678,57.315,74.4323902439024,62.823,61.176,77.3390243902439,75.2585365853659,76.219512195122,71.273,68.884,78.429512195122,69.290243902439,60.044,63.6604390243902,53.454,59.412,65.476,69.9975609756098,74.11,52.152,61.428,44.528,68.196,70.005,75.55634787136049,71.457,59.495,71.9346341463415,74.0760975609756,70.6929268292683,76.272,73.581,60.711,68.121,50.209,61.31,68.844,62.137,70.3766097560976,44.693,74.506243902439,56.076,75.0944146341464,57.388,40.843,58.581,68.0969756097561,43.811,70.666,60.207,69.4268292682927,40.433,46.018,57.66,76.7051219512195,76.0817073170732,52.475,61.386,74.1780487804878,67.887,59.066,70.888,62.804,64.335,59.213,70.8975609756098,73.839,69.442,73.6658536585366,67.012,67.75929197214076,72.897,73.019,69.2268292682927,69.44,51.477,67.4,43.441,54.819,74.5487804878049,64.764,44.047,59.669,48.903,69.0934878048781,21.912,61.017,63.186,71.0887804878049,72.0024390243902,77.0921951219512,62.042,72.201,68.2365853658537,69.295,70.168,42.798,54.051,69.448,61.254,63.352,35.644,66.884,68.281,68.899,66.278,61.444,51.726,46.619,70.4951219512195,72.613,74.7658536585366,64.984,72.046,71.047,73.532,70.3379024390244,68.392,64.578,66.883,69.929,57.096,63.041,50.328,61.767
28,73.047,43.958,41.545,72.641,71.606,71.052,53.9,73.53,76.4326829268293,75.2170731707317,62.729,43.04,75.5658536585366,52.294,49.132,55.027,71.6043902439024,72.444,69.215,71.755,71.3414634146341,70.781,74.91,55.156,65.454,72.652,71.236,54.513,61.755,50.241,76.8587804878049,77.2265853658537,77.045,72.456,67.581,53.017,54.934,47.768,57.009,68.391,54.95,64.058,76.106,73.913,72.0428048780488,73.129,71.6414634146342,74.9987317073171,55.161,71.364,74.7717073170732,65.951,66.971,68.056,62.98,48.015,76.7470731707317,70.6975609756098,45.061,74.5770731707317,65.149,76.1,75.7146341463415,66.859,60.006,75.3804878048781,68.528,54.507,77.36,46.589,50.051,46.321,50.504,76.980756097561,70.165,64.5824390243903,62.029,71.885,62.085,77.0829268292683,64.345,71.4882926829268,52.632,70.0234146341463,62.211,71.239,57.777,74.4394146341463,63.446,57.466,77.0829268292683,74.4365853658537,76.3707317073171,71.541,69.252,78.349756097561,68.8487804878049,59.539,63.9173902439024,54.276,59.904,65.45,70.5487804878049,74.52,52.731,61.718,43.993,68.622,70.053,75.81212303256036,71.549,59.62,71.7621951219512,74.7882195121951,70.6153658536585,76.603,74.226,61.32,68.159,50.594,62.132,69.253,62.161,70.8194390243902,45.393,74.7100731707317,56.085,76.2375365853659,57.87,43.844,59.141,68.3612195121951,43.383,70.896,60.248,69.4536585365854,40.79,46.072,60.3,76.890243902439,76.2204878048781,53.071,61.38,74.4243902439024,68.58,59.356,70.888,63.601,64.898,59.336,71.3317073170732,73.852,69.803,73.7146341463415,67.319,67.97737078445748,73.468,73.164,69.3880487804878,69.4643902439024,50.976,67.972,35.923,55.774,74.6975609756098,64.973,44.047,61.476,43.835,69.5157073170732,12.407,61.334,63.437,71.2078048780488,72.4463414634146,76.9792682926829,62.673,72.871,68.7024390243902,69.674,70.411,45.785,54.348,69.689,61.792,63.682,35.753,67.026,68.419,69.569,66.794,61.431,51.843,46.701,70.4975609756098,72.82,74.7658536585366,65.147,72.35,71.252,73.73,70.7632682926829,68.469,66.04,67.188,70.28,57.759,63.345,49.527,61.323
29,73.023,45.158,41.765,72.88,71.757,71.425,68.703,73.416,76.7136585365854,75.2658536585366,62.582,45.62,75.6326829268293,52.684,49.174,55.089,71.7224390243903,72.619,69.598,71.781,71.4829268292683,70.724,74.269,55.772,65.868,72.74,71.445,55.261,61.427,49.986,77.1248780487805,77.4212195121951,77.211,72.467,67.838,52.876,54.947,48.17,56.513,68.533,55.224,64.446,76.263,73.981,71.9486585365854,73.48,71.6756097560976,75.1915365853659,55.273,69.553,74.799756097561,66.546,67.085,68.749,63.628,47.828,76.8136585365854,70.0390243902439,45.036,74.7921951219512,65.277,76.3487804878049,75.9146341463415,67.096,60.265,75.5829268292683,68.353,55.191,74.554,46.847,50.635,46.7,50.668,76.6878048780488,70.419,64.6675609756098,62.374,72.164,62.238,77.0292682926829,64.856,71.8446341463415,52.755,69.4617073170732,62.696,70.924,58.233,74.4552195121951,65.718,58.235,78.1409756097561,76.3073170731707,76.819512195122,72.157,69.57,78.7685365853659,68.290243902439,59.04,67.9073170731707,54.798,60.408,64.992,71.0487804878049,74.826,53.252,64.163,43.451,68.99,70.215,76.06789819376026,69.761,59.531,71.4253658536585,74.5662682926829,70.1553658536586,77.035,74.233,61.899,68.673,51.107,62.847,69.623,62.19,71.1368292682927,45.877,75.3041219512195,56.565,75.5379024390244,58.344,44.143,59.322,68.95,43.34,71.117,62.642,69.0853658536585,41.221,46.182,62.475,76.7341463414634,76.500487804878,54.127,61.4,74.8243902439024,69.156,59.62,69.936,64.352,65.464,59.58,71.0439024390244,73.853,70.039,74.2658536585366,67.469,68.1954495967742,73.787,73.594,69.5307317073171,69.1717073170732,50.22,68.491,49.337,56.438,74.9463414634146,65.186,44.021,59.685,46.717,69.7707804878049,29.68,60.158,64.01,71.0263414634146,72.7048780487805,77.7268292682927,62.927,72.481,67.9707317073171,69.76,69.941,45.875,54.39,70.122,61.953,63.787,44.55,67.162,68.438,69.671,67.245,61.531,51.739,46.472,70.519512195122,73.002,75.0170731707317,65.281,72.732,71.348,74.032,71.0024634146341,69.076,66.134,67.471,70.602,58.218,63.31,48.696,60.401
30,73.076,45.967,41.893,73.144,71.9,71.784,68.821,73.492,76.9946341463415,75.5682926829269,62.352,44.86,76.0519512195122,53.292,49.44,55.989,71.6414634146342,72.668,70.133,72.349,70.8365853658537,70.744,74.5,56.422,65.985,72.752,71.656,55.968,60.533,49.635,77.4365853658537,77.2424390243902,77.185,72.574,68.005,52.603,54.868,48.601,55.926,68.644,55.84,65.023,76.63,74.039,72.2503902439024,73.539,71.3839024390244,75.0856341463415,55.498,69.852,74.8053658536585,67.11,67.416,69.348,64.146,49.769,76.8375609756098,69.4756097560976,44.557,74.8131707317073,65.508,76.6,76.1146341463415,67.425,60.311,75.8804878048781,68.389,55.62,77.072,47.004,51.319,47.084,50.86,76.9390243902439,70.683,65.0682926829268,62.473,72.473,62.415,77.3804878048781,65.243,72.1704878048781,52.975,69.3156097560976,63.181,71.959,58.652,74.8460731707317,64.367,58.435,78.0363414634146,76.6073170731707,76.9707317073171,72.304,69.854,78.8370731707317,68.3365853658537,58.614,68.2975609756098,55.434,60.917,65.188,71.5975609756098,73.281,53.713,64.475,36.688,69.423,70.326,76.32367335496015,71.927,59.398,71.1607317073171,75.4383170731707,69.2731707317073,77.424,74.463,62.448,68.067,51.701,63.578,69.971,62.176,71.2338048780488,46.62,75.8799756097561,56.661,75.5668780487805,58.765,44.469,59.77,69.4048780487805,43.323,71.307,62.496,70.4853658536585,41.852,46.037,63.096,76.8780487804878,76.5373170731707,54.833,61.356,75.3780487804878,69.782,60.066,71.097,65.106,65.909,59.721,70.890243902439,73.89,70.21,73.9658536585366,67.944,67.934,73.983,73.982,69.7412195121951,68.8860975609756,48.431,68.948,49.732,56.948,75.2951219512195,65.392,44.057,62.55,47.105,70.2292195121951,29.935,61.471,64.23,70.9326829268293,73.2048780487805,77.5368292682927,63.072,72.324,68.1073170731707,69.817,69.001,44.686,54.37,70.445,61.879,63.939,44.953,67.294,68.272,70.11,67.709,61.661,51.485,46.443,70.0975609756098,73.162,75.2146341463415,65.346,72.38,71.532,73.927,71.2504634146341,69.213,66.675,67.658,70.917,58.699,63.375,47.926,59.426
31,73.1,46.663,43.813,73.378,72.241,72.319,68.643,73.435,77.2756097560976,75.6170731707317,62.052,44.227,76.1921951219512,53.624,49.45,54.154,71.5609756097561,72.764,69.616,72.089,70.3780487804878,70.248,74.886,57.097,66.31,72.843,71.871,56.642,59.473,49.252,77.5934146341464,77.5146341463415,76.617,73.574,68.169,52.323,54.658,48.948,55.243,68.813,56.194,65.176,76.591,74.093,72.3497073170732,73.716,71.8982926829268,75.319512195122,55.156,69.646,75.1578048780488,67.625,67.688,69.625,64.755,50.607,76.9712195121951,69.3731707317073,46.13,75.2275609756098,65.643,76.8487804878049,76.3634146341464,67.619,60.397,76.0829268292683,68.245,56.012,76.994,47.546,52.127,47.465,50.969,77.1365853658537,70.974,65.0317073170732,62.725,72.497,62.622,77.8829268292683,65.752,72.1853658536586,53.391,69.3770731707317,63.537,72.151,59.055,75.025,66.459,62.519,77.9919512195122,76.7585365853659,77.0195121951219,72.186,70.093,79.0368292682927,67.6,58.005,68.5512195121951,55.793,61.422,66.15,72.0463414634146,74.216,54.46,71.176,42.795,69.82,70.602,76.57944851616003,71.751,59.193,70.3641463414634,75.4634146341463,69.0324390243903,77.904,75.917,62.946,66.977,52.357,64.304,70.298,62.282,71.8444390243903,47.216,75.3554634146342,57.014,75.6826097560976,59.237,44.66,59.936,69.9560975609756,43.312,71.442,62.098,70.3585365853659,42.218,45.691,63.931,77.0,76.9807317073171,55.712,61.303,76.0317073170732,70.189,60.259,71.207,65.434,66.304,59.908,70.5878048780488,73.913,70.313,74.0146341463415,68.173,68.306,74.149,73.966,69.7843902439024,68.4743902439024,46.519,69.366,50.213,57.139,75.6463414634146,65.579,43.506,63.856,26.565,70.6177073170732,30.148,61.429,64.453,70.8829268292683,73.3536585365854,77.6668292682927,62.685,71.954,70.7121951219512,70.036,68.888,45.941,54.268,70.717,61.379,64.035,44.985,67.518,68.859,70.521,68.169,61.909,51.306,46.316,69.2980487804878,73.305,75.3658536585366,65.131,72.937,71.832,72.872,71.4517804878049,69.849,67.203,67.881,71.246,59.049,63.265,47.097,58.091
